"Income","Gender","Age","Ethnic","Health","HeatBreaks","MiceRats","CracksHoles","BrokenPlaster","WaterLeakage","MaintenanceDef"
285000,"Female",40,"Caucasian",1,1,"No","No","No","Yes",2
100000,"Female",26,"Caucasian",1,4,"Yes","Yes","Yes","Yes",6
8478,"Male",64,"African-American",5,1,"Yes","No","No","Yes",3
55000,"Male",43,"Hispanic",2,1,"No","No","No","Yes",2
55000,"Male",43,"Hispanic",2,1,"No","No","No","Yes",2
55000,"Male",43,"Hispanic",2,1,"No","No","No","Yes",2
77000,"Male",39,"Asian",5,1,"Yes","Yes","Yes","No",4
77000,"Male",39,"Asian",5,1,"Yes","Yes","Yes","No",4
77000,"Male",39,"Asian",5,1,"Yes","Yes","Yes","No",4
8000,"Male",31,"Caucasian",2,1,"No","Yes","No","Yes",4
91050,"Male",43,"African-American",3,1,"Yes","No","No","No",3
91050,"Male",43,"African-American",3,1,"Yes","No","No","No",3
91050,"Male",43,"African-American",3,1,"Yes","No","No","No",3
56000,"Male",62,"Caucasian",1,1,"Yes","Yes","No","No",4
56000,"Male",22,"Caucasian",1,1,"No","No","Yes","No",1
56000,"Male",22,"Caucasian",1,1,"No","No","Yes","No",1
56000,"Male",22,"Caucasian",1,1,"No","No","Yes","No",1
116000,"Female",34,"Asian",1,1,"No","No","Yes","No",1
116000,"Female",34,"Asian",1,1,"No","No","Yes","No",1
19000,"Male",41,"Hispanic",1,1,"Yes","Yes","Yes","No",3
270000,"Female",42,"Hispanic",1,1,"No","No","No","No",2
270000,"Female",42,"Hispanic",1,1,"No","No","No","No",2
10000,"Female",82,"Caucasian",3,1,"No","No","No","No",3
90000,"Female",45,"Caucasian",1,1,"No","No","No","No",1
54500,"Male",51,"Caucasian",1,1,"No","No","No","No",1
54500,"Male",51,"Caucasian",1,1,"No","No","No","No",1
19862,"Male",76,"Caucasian",3,1,"No","Yes","No","Yes",3
20000,"Female",52,"Hispanic",1,1,"No","No","No","No",1
536640,"Female",32,"Caucasian",2,1,"Yes","No","Yes","No",2
536640,"Female",32,"Caucasian",2,1,"Yes","No","Yes","No",2
36000,"Female",31,"African-American",3,1,"No","No","No","Yes",2
36000,"Female",31,"African-American",3,1,"No","No","No","Yes",2
36000,"Female",31,"African-American",3,1,"No","No","No","Yes",2
20000,"Female",50,"Caucasian",3,1,"Yes","No","No","No",2
75000,"Male",47,"Caucasian",1,1,"No","No","No","No",2
9999999,"Female",64,"Asian",2,1,"No","No","No","No",1
33000,"Male",29,"Caucasian",2,1,"No","No","No","No",1
23508,"Female",68,"Hispanic",2,1,"No","No","No","No",2
23508,"Female",68,"Hispanic",2,1,"No","No","No","No",2
55000,"Male",40,"Caucasian",2,1,"No","No","Yes","No",1
40000,"Female",26,"Caucasian",1,1,"No","No","No","No",1
195000,"Male",47,"Hispanic",1,1,"No","No","No","No",2
195000,"Male",47,"Hispanic",1,1,"No","No","No","No",2
30720,"Female",89,"Hispanic",3,1,"No","No","No","No",1
30720,"Female",89,"Hispanic",3,1,"No","No","No","No",1
101000,"Male",33,"Caucasian",2,2,"No","Yes","No","No",4
101000,"Male",33,"Caucasian",2,2,"No","Yes","No","No",4
33990,"Male",86,"Hispanic",3,1,"No","No","No","No",1
33990,"Male",86,"Hispanic",3,1,"No","No","No","No",1
70045,"Female",36,"Hispanic",2,1,"Yes","Yes","Yes","Yes",6
70045,"Female",36,"Hispanic",2,1,"Yes","Yes","Yes","Yes",6
101000,"Male",71,"Caucasian",1,1,"No","No","No","No",1
11688,"Female",86,"Asian",3,1,"No","No","Yes","No",1
11688,"Female",86,"Asian",3,1,"No","No","Yes","No",1
32000,"Female",44,"African-American",2,1,"Yes","No","No","No",2
34000,"Male",51,"Other",3,1,"Yes","No","No","No",0
34000,"Male",51,"Other",3,1,"Yes","No","No","No",0
34000,"Male",51,"Other",3,1,"Yes","No","No","No",0
34000,"Male",51,"Other",3,1,"Yes","No","No","No",0
19360,"Male",79,"Caucasian",1,1,"No","No","No","No",1
8184,"Male",56,"Hispanic",4,1,"No","No","Yes","Yes",2
8184,"Male",56,"Hispanic",4,1,"No","No","Yes","Yes",2
32000,"Female",59,"Asian",1,1,"No","No","No","Yes",2
32000,"Female",59,"Asian",1,1,"No","No","No","Yes",2
32000,"Female",59,"Asian",1,1,"No","No","No","Yes",2
32000,"Female",59,"Asian",1,1,"No","No","No","Yes",2
50640,"Male",65,"Caucasian",2,1,"No","No","No","No",1
33579,"Female",68,"Hispanic",2,1,"Yes","Yes","Yes","No",3
33579,"Female",68,"Hispanic",2,1,"Yes","Yes","Yes","No",3
33579,"Female",68,"Hispanic",2,1,"Yes","Yes","Yes","No",3
33579,"Female",68,"Hispanic",2,1,"Yes","Yes","Yes","No",3
33579,"Female",68,"Hispanic",2,1,"Yes","Yes","Yes","No",3
30000,"Male",57,"Caucasian",2,1,"No","No","No","No",1
30000,"Male",57,"Caucasian",2,1,"No","No","No","No",1
121000,"Male",68,"Caucasian",2,1,"No","No","No","No",1
121000,"Male",68,"Caucasian",2,1,"No","No","No","No",1
42000,"Female",53,"Hispanic",3,1,"Yes","Yes","Yes","Yes",5
42000,"Female",53,"Hispanic",3,1,"Yes","Yes","Yes","Yes",5
42000,"Female",53,"Hispanic",3,1,"Yes","Yes","Yes","Yes",5
11592,"Female",82,"Caucasian",4,1,"No","No","No","No",1
11592,"Female",82,"Caucasian",4,1,"No","No","No","No",1
17156,"Female",60,"Hispanic",3,1,"Yes","No","No","No",2
5184,"Male",52,"African-American",5,5,"No","No","No","Yes",3
139000,"Female",25,"Caucasian",1,1,"No","No","No","No",1
139000,"Female",25,"Caucasian",1,1,"No","No","No","No",1
3000,"Male",43,"Caucasian",1,1,"No","No","No","No",1
80000,"Female",47,"Caucasian",1,1,"No","No","No","No",1
7800,"Male",64,"Hispanic",2,1,"No","No","No","Yes",0
51500,"Male",29,"Caucasian",2,5,"No","No","No","No",3
51500,"Male",29,"Caucasian",2,5,"No","No","No","No",3
185000,"Female",43,"Asian",1,1,"No","No","Yes","Yes",2
185000,"Female",43,"Asian",1,1,"No","No","Yes","Yes",2
15888,"Male",64,"Hispanic",4,1,"Yes","No","No","No",2
15888,"Male",64,"Hispanic",4,1,"Yes","No","No","No",2
8000,"Male",69,"Caucasian",3,1,"No","No","No","Yes",2
24000,"Female",50,"African-American",3,1,"Yes","No","No","No",2
24000,"Female",50,"African-American",3,1,"Yes","No","No","No",2
24000,"Female",50,"African-American",3,1,"Yes","No","No","No",2
30560,"Male",54,"Hispanic",5,1,"Yes","No","No","No",3
30560,"Male",54,"Hispanic",5,1,"Yes","No","No","No",3
30560,"Male",54,"Hispanic",5,1,"Yes","No","No","No",3
150000,"Male",32,"Caucasian",1,1,"No","No","No","No",1
110100,"Male",39,"Caucasian",2,1,"No","No","No","No",1
24000,"Male",37,"Hispanic",1,1,"No","Yes","Yes","No",3
14000,"Male",35,"Caucasian",3,1,"No","No","No","No",1
92000,"Male",59,"Caucasian",1,1,"No","No","No","No",1
140000,"Male",45,"Caucasian",2,2,"No","No","Yes","No",2
140000,"Male",45,"Caucasian",2,2,"No","No","Yes","No",2
15539,"Male",32,"Hispanic",5,5,"Yes","Yes","Yes","Yes",6
73000,"Male",35,"Caucasian",6,1,"No","No","No","No",2
40000,"Female",50,"Asian",2,1,"No","No","No","No",1
46000,"Female",30,"Caucasian",3,1,"Yes","Yes","Yes","No",5
6080,"Female",26,"Caucasian",2,1,"Yes","No","Yes","Yes",3
6080,"Female",26,"Caucasian",2,1,"Yes","No","Yes","Yes",3
22234,"Male",60,"Hispanic",4,1,"No","Yes","Yes","No",3
22234,"Male",60,"Hispanic",4,1,"No","Yes","Yes","No",3
22234,"Male",60,"Hispanic",4,1,"No","Yes","Yes","No",3
22234,"Male",60,"Hispanic",4,1,"No","Yes","Yes","No",3
48024,"Male",55,"African-American",3,1,"Yes","No","No","No",2
48024,"Male",55,"African-American",3,1,"Yes","No","No","No",2
48024,"Male",55,"African-American",3,1,"Yes","No","No","No",2
65000,"Male",29,"Caucasian",1,1,"No","Yes","No","Yes",3
22320,"Female",73,"Hispanic",3,1,"No","No","No","No",1
9999999,"Male",51,"Caucasian",2,1,"No","No","No","No",2
140000,"Female",61,"Caucasian",3,2,"No","Yes","Yes","No",3
140000,"Female",61,"Caucasian",3,2,"No","Yes","Yes","No",3
125500,"Female",54,"Caucasian",2,1,"No","No","No","No",2
125500,"Female",54,"Caucasian",2,1,"No","No","No","No",2
1692,"Male",46,"Hispanic",5,3,"Yes","Yes","Yes","Yes",7
20000,"Male",29,"Other",1,1,"No","No","No","No",1
14307,"Male",69,"Hispanic",4,5,"Yes","No","Yes","Yes",6
14307,"Male",69,"Hispanic",4,5,"Yes","No","Yes","Yes",6
14307,"Male",69,"Hispanic",4,5,"Yes","No","Yes","Yes",6
22000,"Male",29,"Caucasian",2,1,"No","No","No","No",1
140000,"Male",53,"Caucasian",2,1,"No","No","No","No",1
150000,"Female",50,"Asian",2,1,"No","No","No","No",1
298268,"Female",74,"Caucasian",2,1,"No","No","No","No",1
298268,"Female",74,"Caucasian",2,1,"No","No","No","No",1
298268,"Female",74,"Caucasian",2,1,"No","No","No","No",1
7992,"Female",55,"African-American",4,1,"Yes","Yes","Yes","Yes",6
162000,"Male",57,"Caucasian",2,1,"No","No","No","No",1
162000,"Male",57,"Caucasian",2,1,"No","No","No","No",1
33000,"Male",38,"Asian",2,1,"Yes","No","No","No",3
33000,"Male",38,"Asian",2,1,"Yes","No","No","No",3
33000,"Male",38,"Asian",2,1,"Yes","No","No","No",3
24660,"Female",66,"Caucasian",2,1,"No","No","No","Yes",2
35000,"Female",33,"Caucasian",1,1,"No","No","No","No",1
44000,"Female",60,"Hispanic",3,1,"Yes","Yes","Yes","Yes",5
44000,"Female",60,"Hispanic",3,1,"Yes","Yes","Yes","Yes",5
27000,"Female",28,"Hispanic",3,5,"No","Yes","No","Yes",5
27000,"Female",28,"Hispanic",3,5,"No","Yes","No","Yes",5
27000,"Female",28,"Hispanic",3,5,"No","Yes","No","Yes",5
27000,"Female",28,"Hispanic",3,5,"No","Yes","No","Yes",5
11664,"Female",64,"Hispanic",5,1,"Yes","Yes","Yes","Yes",5
11664,"Female",64,"Hispanic",5,1,"Yes","Yes","Yes","Yes",5
37000,"Male",25,"Asian",3,1,"No","No","No","No",2
12200,"Female",58,"Caucasian",4,1,"No","No","No","No",1
5000,"Male",34,"Hispanic",2,2,"Yes","No","Yes","No",4
51328,"Male",72,"African-American",3,1,"No","No","No","No",1
536640,"Male",57,"Caucasian",3,1,"No","No","No","Yes",3
44200,"Male",52,"Hispanic",3,3,"No","No","No","No",3
44200,"Male",52,"Hispanic",3,3,"No","No","No","No",3
44200,"Male",52,"Hispanic",3,3,"No","No","No","No",3
52000,"Female",28,"African-American",1,1,"No","No","No","No",1
52000,"Female",28,"African-American",1,1,"No","No","No","No",1
9999999,"Male",26,"Caucasian",3,1,"Yes","No","No","No",3
270000,"Female",34,"Caucasian",1,1,"No","No","No","No",1
270000,"Female",34,"Caucasian",1,1,"No","No","No","No",1
16884,"Female",66,"Hispanic",2,1,"No","No","No","No",1
16884,"Female",66,"Hispanic",2,1,"No","No","No","No",1
90000,"Female",29,"Caucasian",4,4,"Yes","Yes","No","Yes",6
90000,"Female",29,"Caucasian",4,4,"Yes","Yes","No","Yes",6
90500,"Male",70,"Caucasian",2,1,"No","No","No","No",2
38000,"Male",39,"Hispanic",2,1,"Yes","Yes","No","Yes",4
38000,"Male",39,"Hispanic",2,1,"Yes","Yes","No","Yes",4
25000,"Male",43,"Hispanic",4,1,"No","No","No","No",1
25000,"Male",43,"Hispanic",4,1,"No","No","No","No",1
25000,"Male",43,"Hispanic",4,1,"No","No","No","No",1
13200,"Male",52,"African-American",2,1,"No","No","No","No",1
13200,"Male",52,"African-American",2,1,"No","No","No","No",1
9600,"Female",48,"Hispanic",3,1,"No","No","No","No",1
9600,"Female",48,"Hispanic",3,1,"No","No","No","No",1
9600,"Female",48,"Hispanic",3,1,"No","No","No","No",1
25000,"Male",48,"Hispanic",3,1,"Yes","No","No","Yes",4
25000,"Male",48,"Hispanic",3,1,"Yes","No","No","Yes",4
25000,"Male",48,"Hispanic",3,1,"Yes","No","No","Yes",4
130000,"Male",31,"Caucasian",2,3,"No","No","No","No",2
130000,"Male",31,"Caucasian",2,3,"No","No","No","No",2
44100,"Female",25,"Caucasian",3,1,"No","No","No","Yes",3
44100,"Female",25,"Caucasian",3,1,"No","No","No","Yes",3
120000,"Male",45,"Caucasian",2,1,"No","No","No","No",1
556640,"Female",75,"Caucasian",2,1,"No","No","No","No",1
556640,"Female",75,"Caucasian",2,1,"No","No","No","No",1
90000,"Male",51,"Caucasian",2,4,"No","No","No","Yes",6
221400,"Female",54,"Caucasian",1,1,"No","No","No","No",1
221400,"Female",54,"Caucasian",1,1,"No","No","No","No",1
221400,"Female",54,"Caucasian",1,1,"No","No","No","No",1
221400,"Female",54,"Caucasian",1,1,"No","No","No","No",1
221400,"Female",54,"Caucasian",1,1,"No","No","No","No",1
47670,"Male",52,"Hispanic",2,4,"Yes","Yes","Yes","Yes",5
47670,"Male",52,"Hispanic",2,4,"Yes","Yes","Yes","Yes",5
47670,"Male",52,"Hispanic",2,4,"Yes","Yes","Yes","Yes",5
47670,"Male",52,"Hispanic",2,4,"Yes","Yes","Yes","Yes",5
270000,"Male",48,"Caucasian",1,1,"No","No","No","No",1
270000,"Male",48,"Caucasian",1,1,"No","No","No","No",1
85000,"Male",31,"Hispanic",3,1,"No","No","No","No",1
65000,"Male",25,"Caucasian",2,1,"No","No","No","Yes",2
65000,"Male",25,"Caucasian",2,1,"No","No","No","Yes",2
400000,"Male",54,"Caucasian",1,1,"No","No","No","No",1
400000,"Male",54,"Caucasian",1,1,"No","No","No","No",1
400000,"Male",54,"Caucasian",1,1,"No","No","No","No",1
400000,"Male",54,"Caucasian",1,1,"No","No","No","No",1
1073280,"Female",37,"Asian",1,1,"No","No","No","No",1
1073280,"Female",37,"Asian",1,1,"No","No","No","No",1
30476,"Male",73,"Caucasian",1,1,"No","Yes","No","Yes",3
68000,"Female",57,"Caucasian",1,4,"Yes","Yes","Yes","Yes",7
68000,"Female",57,"Caucasian",1,4,"Yes","Yes","Yes","Yes",7
310000,"Male",30,"Caucasian",2,1,"Yes","No","No","Yes",3
310000,"Male",30,"Caucasian",2,1,"Yes","No","No","Yes",3
536640,"Female",37,"Caucasian",2,1,"No","No","Yes","No",1
31140,"Male",55,"Caucasian",3,1,"No","No","Yes","Yes",3
31140,"Male",55,"Caucasian",3,1,"No","No","Yes","Yes",3
31140,"Male",55,"Caucasian",3,1,"No","No","Yes","Yes",3
38400,"Male",57,"Hispanic",1,1,"No","No","No","No",1
45000,"Female",25,"Caucasian",1,1,"No","No","Yes","No",1
10922,"Male",80,"Hispanic",4,1,"No","No","No","No",1
6960,"Male",74,"African-American",3,1,"No","No","Yes","No",0
36296,"Male",32,"Other",1,3,"Yes","No","No","No",3
80000,"Female",45,"Asian",2,5,"Yes","No","No","No",4
80000,"Female",45,"Asian",2,5,"Yes","No","No","No",4
239500,"Female",37,"Caucasian",1,1,"No","No","No","No",1
239500,"Female",37,"Caucasian",1,1,"No","No","No","No",1
536640,"Female",42,"Caucasian",2,1,"No","No","No","No",2
536640,"Female",42,"Caucasian",2,1,"No","No","No","No",2
78000,"Male",68,"Caucasian",1,1,"No","No","No","Yes",2
15000,"Female",39,"Asian",4,1,"Yes","Yes","Yes","Yes",5
15000,"Female",39,"Asian",4,1,"Yes","Yes","Yes","Yes",5
120020,"Male",49,"Caucasian",2,2,"No","Yes","No","Yes",4
36540,"Male",52,"African-American",4,1,"No","No","No","Yes",2
36540,"Male",52,"African-American",4,1,"No","No","No","Yes",2
36540,"Male",52,"African-American",4,1,"No","No","No","Yes",2
12000,"Female",46,"Hispanic",3,2,"No","No","No","No",2
15000,"Male",40,"Caucasian",3,1,"No","No","No","No",1
2952,"Female",71,"Asian",3,1,"Yes","No","No","No",3
137000,"Female",45,"Asian",3,1,"No","No","No","No",1
137000,"Female",45,"Asian",3,1,"No","No","No","No",1
137000,"Female",45,"Asian",3,1,"No","No","No","No",1
50000,"Female",28,"Caucasian",3,1,"No","No","No","No",1
120000,"Female",50,"Caucasian",1,1,"No","No","No","No",1
38000,"Male",75,"Asian",5,1,"No","No","Yes","No",1
38000,"Male",75,"Asian",5,1,"No","No","Yes","No",1
38000,"Male",75,"Asian",5,1,"No","No","Yes","No",1
38000,"Male",75,"Asian",5,1,"No","No","Yes","No",1
40000,"Female",39,"Caucasian",1,1,"No","No","No","Yes",3
36000,"Female",33,"Caucasian",2,1,"No","No","No","No",1
130000,"Female",38,"Caucasian",1,1,"No","No","No","No",1
130000,"Female",38,"Caucasian",1,1,"No","No","No","No",1
82000,"Female",23,"Caucasian",1,1,"Yes","No","No","No",2
82000,"Female",23,"Caucasian",1,1,"Yes","No","No","No",2
15562,"Male",55,"Hispanic",3,1,"No","No","No","No",1
93140,"Male",90,"Caucasian",4,1,"No","No","No","No",1
21600,"Male",48,"Hispanic",4,1,"Yes","Yes","Yes","No",3
21600,"Male",48,"Hispanic",4,1,"Yes","Yes","Yes","No",3
24000,"Male",55,"Hispanic",2,5,"Yes","Yes","Yes","Yes",7
24000,"Male",55,"Hispanic",2,5,"Yes","Yes","Yes","Yes",7
24000,"Male",55,"Hispanic",2,5,"Yes","Yes","Yes","Yes",7
24000,"Male",55,"Hispanic",2,5,"Yes","Yes","Yes","Yes",7
29000,"Male",62,"African-American",3,1,"No","No","No","No",1
29000,"Male",62,"African-American",3,1,"No","No","No","No",1
123000,"Male",38,"Caucasian",1,1,"No","No","No","No",2
123000,"Male",38,"Caucasian",1,1,"No","No","No","No",2
1692,"Male",64,"Hispanic",4,1,"No","No","No","No",2
1692,"Male",64,"Hispanic",4,1,"No","No","No","No",2
5640,"Female",65,"Asian",3,2,"Yes","Yes","No","Yes",5
5640,"Female",65,"Asian",3,2,"Yes","Yes","No","Yes",5
7920,"Female",53,"Hispanic",3,1,"No","No","No","No",2
50200,"Female",63,"Asian",2,1,"No","No","No","No",1
50200,"Female",63,"Asian",2,1,"No","No","No","No",1
37308,"Male",66,"Hispanic",4,1,"No","No","No","No",1
37308,"Male",66,"Hispanic",4,1,"No","No","No","No",1
37308,"Male",66,"Hispanic",4,1,"No","No","No","No",1
37308,"Male",66,"Hispanic",4,1,"No","No","No","No",1
40000,"Male",57,"Caucasian",3,2,"No","No","No","No",2
7224,"Female",40,"Hispanic",4,1,"Yes","No","No","No",2
50000,"Female",38,"Caucasian",1,1,"No","No","No","No",1
123000,"Male",24,"Caucasian",2,3,"No","No","No","No",0
123000,"Male",24,"Caucasian",2,3,"No","No","No","No",0
123000,"Male",24,"Caucasian",2,3,"No","No","No","No",0
13600,"Male",78,"African-American",4,1,"Yes","No","No","No",3
8796,"Male",72,"African-American",4,2,"Yes","No","No","Yes",4
54000,"Female",39,"Caucasian",2,1,"No","No","No","No",1
54000,"Female",39,"Caucasian",2,1,"No","No","No","No",1
14592,"Female",80,"Hispanic",4,1,"No","Yes","Yes","No",4
14592,"Female",80,"Hispanic",4,1,"No","Yes","Yes","No",4
14592,"Female",80,"Hispanic",4,1,"No","Yes","Yes","No",4
20400,"Female",34,"Hispanic",4,1,"No","No","No","No",2
20400,"Female",34,"Hispanic",4,1,"No","No","No","No",2
160000,"Female",29,"Asian",1,1,"No","No","No","No",1
160000,"Female",29,"Asian",1,1,"No","No","No","No",1
29156,"Female",45,"Caucasian",3,1,"No","No","Yes","No",2
54000,"Male",28,"Caucasian",1,1,"No","No","No","No",1
54000,"Male",28,"Caucasian",1,1,"No","No","No","No",1
64800,"Female",45,"Hispanic",1,1,"No","No","No","No",1
64800,"Female",45,"Hispanic",1,1,"No","No","No","No",1
64800,"Female",45,"Hispanic",1,1,"No","No","No","No",1
64800,"Female",45,"Hispanic",1,1,"No","No","No","No",1
7492,"Male",71,"Hispanic",5,1,"No","No","No","No",1
7992,"Male",62,"Hispanic",3,1,"No","No","No","No",2
536640,"Female",22,"Caucasian",1,1,"No","No","No","No",1
146500,"Female",28,"Caucasian",1,1,"No","No","No","No",1
146500,"Female",28,"Caucasian",1,1,"No","No","No","No",1
1719211,"Female",51,"Caucasian",3,1,"No","No","No","No",1
1719211,"Female",51,"Caucasian",3,1,"No","No","No","No",1
10000,"Female",23,"Caucasian",2,1,"No","No","Yes","No",1
71000,"Male",32,"Caucasian",1,5,"No","No","No","No",2
62000,"Female",66,"Caucasian",1,1,"Yes","No","No","No",3
62000,"Female",66,"Caucasian",1,1,"Yes","No","No","No",3
48800,"Female",48,"Hispanic",3,4,"No","No","No","Yes",3
48800,"Female",48,"Hispanic",3,4,"No","No","No","Yes",3
48800,"Female",48,"Hispanic",3,4,"No","No","No","Yes",3
48800,"Female",48,"Hispanic",3,4,"No","No","No","Yes",3
45000,"Female",47,"African-American",4,1,"Yes","No","Yes","No",3
45000,"Female",47,"African-American",4,1,"Yes","No","Yes","No",3
45000,"Female",47,"African-American",4,1,"Yes","No","Yes","No",3
7000,"Female",79,"Other",3,1,"No","No","No","No",2
6000,"Male",46,"Caucasian",2,1,"No","No","No","No",1
53000,"Male",26,"Caucasian",2,1,"No","No","No","No",1
53000,"Male",26,"Caucasian",2,1,"No","No","No","No",1
41000,"Male",55,"Caucasian",1,1,"No","Yes","Yes","Yes",4
9999999,"Female",59,"African-American",1,1,"No","No","No","Yes",2
44000,"Female",24,"Caucasian",2,1,"No","No","No","No",1
44000,"Female",24,"Caucasian",2,1,"No","No","No","No",1
48480,"Male",59,"Hispanic",2,1,"Yes","No","No","Yes",3
48480,"Male",59,"Hispanic",2,1,"Yes","No","No","Yes",3
48480,"Male",59,"Hispanic",2,1,"Yes","No","No","Yes",3
44224,"Male",54,"Hispanic",2,1,"No","No","No","No",2
44224,"Male",54,"Hispanic",2,1,"No","No","No","No",2
44224,"Male",54,"Hispanic",2,1,"No","No","No","No",2
70000,"Male",30,"Caucasian",1,1,"Yes","No","Yes","No",3
70000,"Male",30,"Caucasian",1,1,"Yes","No","Yes","No",3
61000,"Female",43,"African-American",1,1,"Yes","No","Yes","No",2
56000,"Male",56,"Hispanic",3,1,"Yes","Yes","Yes","Yes",6
56000,"Male",56,"Hispanic",3,1,"Yes","Yes","Yes","Yes",6
9000,"Male",35,"Asian",1,1,"No","No","No","No",1
126000,"Male",63,"Asian",2,1,"No","No","No","No",1
278000,"Male",27,"Asian",1,1,"No","No","No","No",1
278000,"Male",27,"Asian",1,1,"No","No","No","No",1
15000,"Female",61,"Caucasian",2,1,"No","No","No","No",1
180000,"Female",60,"Caucasian",2,1,"No","No","No","No",2
150000,"Female",24,"African-American",1,1,"No","No","No","No",2
150000,"Female",24,"African-American",1,1,"No","No","No","No",2
31200,"Female",35,"Hispanic",1,1,"No","No","No","No",1
31200,"Female",35,"Hispanic",1,1,"No","No","No","No",1
100000,"Male",50,"Caucasian",2,1,"Yes","No","No","No",2
100000,"Male",50,"Caucasian",2,1,"Yes","No","No","No",2
118800,"Male",67,"Caucasian",2,4,"Yes","No","Yes","No",4
118800,"Male",67,"Caucasian",2,4,"Yes","No","Yes","No",4
16000,"Female",26,"Hispanic",3,1,"Yes","No","Yes","No",4
16000,"Female",26,"Hispanic",3,1,"Yes","No","Yes","No",4
8400,"Female",71,"Hispanic",3,1,"No","Yes","Yes","No",3
23500,"Male",38,"Hispanic",1,1,"No","No","No","No",1
23500,"Male",38,"Hispanic",1,1,"No","No","No","No",1
23500,"Male",38,"Hispanic",1,1,"No","No","No","No",1
551040,"Male",68,"Asian",1,1,"No","No","No","No",1
551040,"Male",68,"Asian",1,1,"No","No","No","No",1
15000,"Male",65,"Caucasian",1,1,"No","No","No","Yes",2
133400,"Male",80,"Caucasian",3,1,"Yes","Yes","No","No",3
133400,"Male",80,"Caucasian",3,1,"Yes","Yes","No","No",3
133400,"Male",80,"Caucasian",3,1,"Yes","Yes","No","No",3
133400,"Male",80,"Caucasian",3,1,"Yes","Yes","No","No",3
689440,"Female",50,"Caucasian",2,1,"No","No","No","Yes",2
689440,"Female",50,"Caucasian",2,1,"No","No","No","Yes",2
689440,"Female",50,"Caucasian",2,1,"No","No","No","Yes",2
689440,"Female",50,"Caucasian",2,1,"No","No","No","Yes",2
40000,"Female",57,"African-American",3,1,"No","No","No","No",1
40000,"Female",57,"African-American",3,1,"No","No","No","No",1
108717,"Male",25,"African-American",1,1,"No","No","No","No",1
62000,"Female",28,"Caucasian",1,1,"No","No","No","No",1
225000,"Female",25,"Caucasian",2,1,"Yes","No","No","No",3
130000,"Female",35,"Caucasian",3,1,"No","No","No","No",0
32094,"Female",66,"Caucasian",4,1,"No","No","No","No",2
32094,"Female",66,"Caucasian",4,1,"No","No","No","No",2
536640,"Female",46,"Hispanic",1,1,"No","No","No","No",2
44000,"Male",58,"African-American",1,1,"No","No","No","No",1
46200,"Male",23,"Caucasian",2,5,"No","No","Yes","Yes",5
46200,"Male",23,"Caucasian",2,5,"No","No","Yes","Yes",5
46200,"Male",23,"Caucasian",2,5,"No","No","Yes","Yes",5
8200,"Male",55,"Hispanic",3,1,"No","No","No","No",1
10400,"Male",53,"African-American",3,1,"Yes","Yes","No","No",3
10400,"Male",53,"African-American",3,1,"Yes","Yes","No","No",3
72000,"Male",31,"Caucasian",2,4,"No","Yes","Yes","Yes",5
72000,"Male",31,"Caucasian",2,4,"No","Yes","Yes","Yes",5
10020,"Female",67,"Caucasian",3,1,"Yes","No","Yes","Yes",6
42400,"Male",70,"Asian",3,1,"No","No","No","No",1
42400,"Male",70,"Asian",3,1,"No","No","No","No",1
42400,"Male",70,"Asian",3,1,"No","No","No","No",1
42400,"Male",70,"Asian",3,1,"No","No","No","No",1
42400,"Male",70,"Asian",3,1,"No","No","No","No",1
612140,"Female",27,"Caucasian",2,1,"No","No","No","No",1
612140,"Female",27,"Caucasian",2,1,"No","No","No","No",1
40000,"Male",36,"African-American",3,1,"No","No","No","No",0
240000,"Male",36,"Asian",2,1,"No","No","No","No",1
240000,"Male",36,"Asian",2,1,"No","No","No","No",1
255000,"Female",34,"Caucasian",1,1,"Yes","No","No","No",2
255000,"Female",34,"Caucasian",1,1,"Yes","No","No","No",2
35000,"Male",51,"Caucasian",3,1,"Yes","Yes","Yes","Yes",6
35000,"Male",51,"Caucasian",3,1,"Yes","Yes","Yes","Yes",6
2380,"Male",43,"African-American",4,5,"No","No","Yes","Yes",0
21750,"Male",53,"Asian",5,1,"Yes","No","No","No",2
21750,"Male",53,"Asian",5,1,"Yes","No","No","No",2
40000,"Male",55,"Asian",3,1,"No","No","No","Yes",2
1440,"Male",52,"African-American",1,3,"Yes","No","No","No",3
1440,"Male",52,"African-American",1,3,"Yes","No","No","No",3
18586,"Male",64,"African-American",4,5,"No","Yes","Yes","Yes",7
18586,"Male",64,"African-American",4,5,"No","Yes","Yes","Yes",7
34700,"Male",24,"Caucasian",2,1,"Yes","No","No","No",3
34700,"Male",24,"Caucasian",2,1,"Yes","No","No","No",3
33000,"Male",52,"Hispanic",3,5,"No","No","No","No",4
30000,"Male",41,"Asian",2,1,"No","Yes","Yes","No",3
98000,"Male",39,"Hispanic",2,1,"No","Yes","No","Yes",3
98000,"Male",39,"Hispanic",2,1,"No","Yes","No","Yes",3
44000,"Male",37,"Hispanic",2,1,"No","Yes","No","Yes",3
170000,"Male",27,"Caucasian",1,2,"No","No","No","No",2
170000,"Male",27,"Caucasian",1,2,"No","No","No","No",2
170000,"Male",27,"Caucasian",1,2,"No","No","No","No",2
170000,"Male",27,"Caucasian",1,2,"No","No","No","No",2
175500,"Male",30,"Caucasian",1,2,"No","Yes","Yes","Yes",5
175500,"Male",30,"Caucasian",1,2,"No","Yes","Yes","Yes",5
